0.30294,0.78057,0.90983
0.11078,0.23798,0.38006
0.36676,0.47151,0.63164
0.62755,0.72906,0.90271
0.31571,0.17533,0.37401
0.56583,0.4087,0.62522
0.83493,0.66423,0.89597
0.44844,0.0010157,0.36856
0.72068,0.31508,0.61928
0.85795,0.12084,0.61389
0.02815,0.47995,0.80007
0.17927,0.18835,0.5261
0.45531,0.41794,0.79284
0.37742,0.042633,0.5195
0.64719,0.32647,0.78598
0.80294,0.14735,0.7795
0.18536,0.43139,0.96497
0.20878,0.093277,0.67755
0.52107,0.34328,0.95741
0.71554,0.18209,0.95015
0.23228,0.51203,0.47224
0.49553,0.7754,0.73022
0,0,0
0.23251,0.23251,0.23251
0.46633,0.46633,0.46633
0.7239,0.7239,0.7239
1,1,1
0.36814,0.16901,0.22803
0.62657,0.4033,0.46106
0.90215,0.65899,0.71809
0.76433,0.30881,0.45651
0.89143,0.10584,0.45276
0.093053,0.26787,0.081612
0.33427,0.50935,0.30369
0.58834,0.77224,0.54935
0.29264,0.81366,0.55522
0.26859,0.23099,0.078708
0.51566,0.46391,0.29927
0.78226,0.72092,0.54415
0.38773,0.16814,0.078494
0.65938,0.40118,0.29597
0.94491,0.65619,0.53969
0.78826,0.307,0.2939
0.90961,0.10388,0.29318
0.37476,0.50866,0.096059
0.63947,0.77079,0.35693
0.054615,0.54224,0.099689
0.40222,0.81194,0.36144
0.53807,0.4637,0.095726
0.81654,0.7198,0.35358
0.67414,0.40164,0.098965
0.97029,0.65547,0.35149
0.79852,0.30871,0.10571
0.91683,0.11258,0.11559
0.66567,0.77075,0.06092
0.45104,0.81154,0.061681
0.83409,0.72019,0.066708
0.9829,0.65643,0.078187
